7,62,18000000.000000		
7,24,46500000.000000		
7,48,63000000.000000		
7,54,60000000.000000		
7,10,84000000.000000		
7,82,67500000.000000		
7,18,94500000.000000		
3,38,88500000.000000		
3,2,39000000.000000		
3,82,28500000.000000		
6,64,57000000.000000		
6,39,54000000.000000		
6,22,82500000.000000		
6,14,64500000.000000		
6,8,73500000.000000		
6,1,39000000.000000		
6,75,37500000.000000	
6,58,79500000.000000		
6,49,25500000.000000		
6,15,75000000.000000		
6,9,97500000.000000		
6,18,99000000.000000		
8,6,61500000.000000		
8,23,15000000.000000		
8,10,27000000.000000		
8,76,34500000.000000		
8,55,24000000.000000		
8,16,70500000.000000		
8,5,30000000.000000		
8,82,30000000.000000		
6,16,15000000.000000		
6,53,34500000.000000		
6,56,90000000.000000		
6,23,21000000.000000		
6,6,36000000.000000		
6,4,30000000.000000		
6,4,61500000.000000		
6,55,33000000.000000		
6,77,84000000.000000		
6,40,96000000.000000		
6,24,30000000.000000		
6,5,36000000.000000		
4,55,60000000.000000		
4,41,72000000.000000		
4,11,85500000.000000		
4,18,63000000.000000	
4,22,61500000.000000		
4,59,91500000.000000		
4,17,22500000.000000		
4,2,73500000.000000		
3,12,57000000.000000		
3,25,87000000.000000		
3,3,97500000.000000		
7,4,27000000.000000		
7,24,24000000.000000		
7,78,21000000.000000		
7,57,69000000.000000		
7,42,25500000.000000		
7,19,49500000.000000		
7,0,84000000.000000		
6,78,99000000.000000		
6,16,34500000.000000		
6,41,39000000.000000		
6,26,13500000.000000		
6,12,88500000.000000	
6,7,85500000.000000		
3,9,57000000.000000		
3,58,84000000.000000		
3,11,88500000.000000		
3,84,85500000.000000		
3,79,60000000.000000		
3,82,46500000.000000		
3,31,30000000.000000		
3,51,96000000.000000	
3,2,64500000.000000		
5,24,40500000.000000		
5,54,45000000.000000		
5,80,46500000.000000	
5,27,66000000.000000		
5,3,75000000.000000		
8,26,87000000.000000		
8,84,52500000.000000		
8,5,15000000.000000		
8,78,100500000.000000		
8,11,34500000.000000		
8,43,40500000.000000		
8,20,96000000.000000		
8,4,70500000.000000		
2,59,18000000.000000	
2,8,22500000.000000		
5,71,67500000.000000		
5,21,78000000.000000		
5,7,63000000.000000		
5,3,99000000.000000		
5,0,94500000.000000	
2,54,21000000.000000		
2,10,49500000.000000		
4,85,49500000.000000		
4,83,30000000.000000		
4,56,12000000.000000		
4,16,96000000.000000		
4,41,75000000.000000		
4,36,21000000.000000		
4,81,18000000.000000		
4,18,78000000.000000		
6,8,61500000.000000		
6,83,52500000.000000		
6,60,25500000.000000		
6,44,58500000.000000		
6,28,34500000.000000		
6,2,82500000.000000		
5,30,75000000.000000		
5,4,15000000.000000		
5,60,60000000.000000		
5,45,97500000.000000		
5,5,21000000.000000		
7,83,67500000.000000		
7,15,40500000.000000		
7,73,87000000.000000		
7,0,46500000.000000		
7,10,24000000.000000		
7,61,31500000.000000		
7,6,30000000.000000		
5,30,31500000.000000		
5,60,48000000.000000		
5,62,90000000.000000		
5,29,13500000.000000		
5,9,87000000.000000		
4,16,87000000.000000		
4,65,85500000.000000		
4,30,51000000.000000		
4,11,13500000.000000	
4,63,34500000.000000		
4,61,37500000.000000		
4,31,61500000.000000	
4,15,66000000.000000		
4,64,60000000.000000		
4,46,33000000.000000		
4,32,55500000.000000		
4,22,34500000.000000		
3,65,48000000.000000		
3,47,91500000.000000		
3,25,13500000.000000		
5,25,31500000.000000		
5,23,75000000.000000		
5,66,37500000.000000		
5,62,27000000.000000		
5,26,51000000.000000		
7,55,70500000.000000		
7,14,30000000.000000		
7,69,52500000.000000		
7,84,46500000.000000		
7,63,40500000.000000		
7,33,46500000.000000		
7,27,61500000.000000		
3,64,88500000.000000		
3,34,40500000.000000		
3,28,55500000.000000		
2,67,55500000.000000		
2,31,46500000.000000		
4,85,46500000.000000		
4,65,64500000.000000		
4,35,22500000.000000		
4,32,40500000.000000		
4,82,33000000.000000		
4,66,70500000.000000		
4,36,66000000.000000		
4,34,22500000.000000		
5,71,76500000.000000		
5,21,21000000.000000		
5,70,22500000.000000		
5,68,34500000.000000		
5,35,66000000.000000		
4,68,25500000.000000		
4,67,76500000.000000		
4,48,40500000.000000		
4,82,73500000.000000		
2,81,42000000.000000		
2,1,88500000.000000		
3,71,37500000.000000		
3,82,19500000.000000		
3,2,54000000.000000		
2,68,40500000.000000		
2,6,96000000.000000		
6,21,75000000.000000		
6,11,39000000.000000		
6,85,82500000.000000		
6,69,36000000.000000	
6,49,69000000.000000		
6,7,72000000.000000		
5,63,96000000.000000		
5,61,73500000.000000		
5,54,58500000.000000		
5,70,96000000.000000		
5,10,25500000.000000		
4,73,90000000.000000		
4,86,97500000.000000		
4,50,87000000.000000		
4,16,40500000.000000		
3,87,54000000.000000		
3,86,57000000.000000		
3,22,58500000.000000		
2,89,82500000.000000		
2,23,97500000.000000		
3,66,87000000.000000		
3,87,48000000.000000		
3,28,33000000.000000		
6,61,25500000.000000		
6,65,69000000.000000		
6,74,76500000.000000		
6,88,67500000.000000		
6,71,22500000.000000		
6,29,91500000.000000		
2,0,63000000.000000		
2,37,40500000.000000		
2,3,25500000.000000		
2,41,69000000.000000		
4,72,16500000.000000		
4,89,81000000.000000		
4,51,93000000.000000		
4,43,87000000.000000		
4,14,96000000.000000		
4,72,67500000.000000		
4,52,88500000.000000		
4,50,93000000.000000		
2,53,39000000.000000		
2,51,88500000.000000		
2,5,34500000.000000		
2,52,39000000.000000		
4,15,45000000.000000		
4,42,58500000.000000		
4,19,21000000.000000		
4,0,60000000.000000		
4,31,70500000.000000		
4,7,60000000.000000		
4,6,33000000.000000	
4,4,24000000.000000		
4,69,69000000.000000		
4,75,63000000.000000		
4,20,12000000.000000		
4,5,90000000.000000		
4,77,45000000.000000		
4,61,100500000.000000		
4,73,90000000.000000		
4,10,69000000.000000		
4,3,79500000.000000		
4,76,39000000.000000		
4,74,82500000.000000		
4,12,84000000.000000		
2,8,91500000.000000		
2,17,18000000.000000		
3,25,48000000.000000		
3,23,60000000.000000		
3,22,25500000.000000		
6,47,25500000.000000		
6,42,73500000.000000		
6,57,100500000.000000		
6,77,78000000.000000		
6,24,31500000.000000		
6,27,37500000.000000		
4,0,18000000.000000		
4,67,85500000.000000		
4,25,90000000.000000		
4,30,27000000.000000		
4,42,96000000.000000		
4,78,46500000.000000		
4,27,34500000.000000		
4,31,40500000.000000		
3,2,57000000.000000		
3,28,60000000.000000		
3,32,88500000.000000		
5,88,40500000.000000		
5,47,69000000.000000		
5,26,85500000.000000		
5,29,48000000.000000		
5,34,64500000.000000		
4,46,87000000.000000		
4,79,51000000.000000		
4,30,37500000.000000		
4,35,70500000.000000		
3,62,85500000.000000		
3,33,55500000.000000		
3,37,76500000.000000		
4,37,25500000.000000		
4,80,54000000.000000		
4,36,34500000.000000		
4,40,40500000.000000		
3,56,69000000.000000		
3,31,52500000.000000		
3,41,36000000.000000		
4,77,93000000.000000		
4,83,67500000.000000		
4,36,22500000.000000		
4,42,96000000.000000		
4,36,76500000.000000		
4,18,67500000.000000		
4,39,37500000.000000		
4,47,22500000.000000		
3,50,16500000.000000		
3,75,78000000.000000		
3,51,67500000.000000		
4,24,87000000.000000		
4,84,34500000.000000		
4,43,90000000.000000		
4,57,90000000.000000		
3,85,75000000.000000		
3,47,76500000.000000		
3,58,82500000.000000		
3,3,37500000.000000		
3,56,63000000.000000		
3,72,78000000.000000		
2,58,39000000.000000		
2,4,34500000.000000		
4,57,45000000.000000		
4,70,93000000.000000		
4,61,78000000.000000		
4,6,84000000.000000		
4,16,100500000.000000		
4,11,99000000.000000		
4,63,46500000.000000		
4,10,21000000.000000		
3,87,33000000.000000		
3,66,51000000.000000		
3,13,60000000.000000		
3,88,88500000.000000		
3,68,54000000.000000		
3,15,46500000.000000		
2,38,42000000.000000		
2,21,18000000.000000		
7,35,33000000.000000		
7,39,19500000.000000		
7,37,73500000.000000		
7,13,46500000.000000		
7,4,30000000.000000		
7,1,28500000.000000		
7,0,67500000.000000		
4,24,67500000.000000		
4,20,30000000.000000		
4,70,67500000.000000		
4,22,52500000.000000		
4,16,52500000.000000		
4,13,85500000.000000		
4,73,34500000.000000		
4,31,46500000.000000		
4,20,49500000.000000		
4,41,82500000.000000		
4,74,75000000.000000		
4,34,46500000.000000		
2,44,57000000.000000		
2,43,97500000.000000		
4,44,54000000.000000		
4,88,48000000.000000		
4,79,33000000.000000		
4,46,48000000.000000		
4,65,40500000.000000		
4,87,48000000.000000		
4,80,88500000.000000		
4,47,67500000.000000		
2,45,82500000.000000		
2,50,81000000.000000		
