0,0.723903,0.162715
1,0.126755,0.443471
2,0.426240,0.299212
3,0.671809,0.048794
4,0.434207,0.373248
5,0.744525,0.431001
6,0.403710,0.522571
7,0.923994,0.080210
8,0.932088,0.328612
9,0.541710,0.486678
10,0.365113,0.182236
11,0.854789,0.556748
12,0.922361,0.070186
13,0.646921,0.402618
14,0.734685,0.413494
15,0.600804,0.387190
16,0.887550,0.289081
17,0.285817,0.205243
18,0.063981,0.065819
19,0.104676,0.082195
20,0.880861,0.186295
21,0.042821,0.471679
22,0.512346,0.125525
23,0.564293,0.533210
24,0.694142,0.057872
25,0.497840,0.171170
26,0.702380,0.263422
27,0.257011,0.516375
28,0.400862,0.205054
29,0.237983,0.431476
30,0.950410,0.107474
31,0.738871,0.121427
32,0.274074,0.369440
33,0.244278,0.430289
34,0.871955,0.440454
35,0.418820,0.505609
36,0.079382,0.293143
37,0.653395,0.411630
38,0.362199,0.122603
39,0.507929,0.572575
40,0.742915,0.203943
41,0.894361,0.427261
42,0.951458,0.139282
43,0.343611,0.176294
44,0.394293,0.025447
45,0.200281,0.203089
46,0.535647,0.373629
47,0.088843,0.249964
48,0.784595,0.312241
49,0.495057,0.130572
50,0.481753,0.504221
51,0.806379,0.459907
52,0.079331,0.110051
53,0.655102,0.383129
54,0.108298,0.227722
55,0.907975,0.384484
56,0.026404,0.140897
57,0.146066,0.557539
58,0.540812,0.006543
59,0.978602,0.018000
